Descripcion,Codigo,Categoria,Benavídez,Gallo,Anea,Pilar,Tortuguitas,Del Viso,Chica Glade,San Martín,Hipocampus,Mundo Mascotas,Yaguar,King Clor,Diserquim,Moreno,Roberto,Viejo Gets,Viejo Cuero,Mis Nietos,Profesional Vet,Premier,Dacam
Collar c/ Pañuelo Mediano 2 mts.,44426.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Cuero c/ Manopla,8064.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Cuero N° 0,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Cuero N° 1,8009.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 2,8010.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 3,8011.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 4,8012.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 5,8013.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 6,8014.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 7,8015.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar Cuero N° 8,8016.0,Mascotas,,,,,,,,,,,,,,,,,0.0,,,,
Collar de Cuero Brilloso 45 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar de Puas Negro N.º 1,8197.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar de Puas Negro N.º 2,1905151.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar de Puas Negro N.º 3,1905152.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar de Puas Negro N.º 4,1905153.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar de Puas Negro N.º 5,1905154.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Isabelinos N°0,44439.0,Mascotas,,,0.0,,,,,,1295.0,1440.0,,,,,,,,,,,
Collar Isabelinos N°1,44434.0,Mascotas,,,1793.0,,,,,,1383.0,2000.0,,,,,,,,,,,
Collar Isabelinos N°2,44436.0,Mascotas,,,2423.0,,,,,,1870.0,2400.0,,,,,,,,,,,
Collar Isabelinos N°3,44437.0,Mascotas,,,3252.0,,,,,,2370.0,3200.0,,,,,,,,,,,
Collar Isabelinos N°4,44438.0,Mascotas,,,4142.0,,,,,,2996.0,,,,,,,,,,,,
Collar Isabelinos N°5,44435.0,Mascotas,,,6004.0,,,,,,4086.0,,,,,,,,,,,,
Collar Isabelinos N°6,44440.0,Mascotas,,,9202.0,,,,,,5320.0,,,,,,,,,,,,
Collar N° 0,1905195.0,Mascotas,,,,,,,,,1177.0,,,,,,,,,,,,
Collar N° 1,4102.0,Mascotas,,,807.0,,,,,,1256.0,,,,,,,,,,,,
Collar N° 2,4103.0,Mascotas,,,838.0,,,,,,1335.0,,,,,,,,,,,,
Collar N° 3,4104.0,Mascotas,,,1113.0,,,,,,1335.0,,,,,,,,,,,,
Collar N° 4,4105.0,Mascotas,,,1577.0,,,,,,1375.0,,,,,,,,,,,,
Collar N° 5,4106.0,Mascotas,,,1884.0,,,,,,1850.0,,,,,,,,,,,,
Collar N° 6,4107.0,Mascotas,,,,,,,,,1906.0,,,,,,,,,,,,
Collar N° 7,4108.0,Mascotas,,,,,,,,,1968.0,,,,,,,,,,,,
Collar N° 7 Reforzado (4 Remaches),1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar N° 8,4109.0,Mascotas,,,,,,,,,3328.0,,,,,,,,,,,,
Collar N° 9,4110.0,Mascotas,,,,,,,,,3742.0,,,,,,,,,,,,
Collar Nato 40 Doble Piton,8059.0,Mascotas,,,,,,,,,,,,,,,0.0,,,,,,
Collar Nato 55 Doble Piton,8062.0,Mascotas,,,,,,,,,,,,,,,0.0,,,,,,
Collar Nato Corto,8060.0,Mascotas,,,,,,,,,,,,,,,0.0,,,,,,
Collar Puas Doble Piton,1905335.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Sublimado N° 3,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Sublimado N° 4,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Acero Doble c/ Patas x 14 cm.,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Acero Doble c/ Patas x 21 cm.,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Antivuelco Hamster,1905290.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Automatico Gigante,44395.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Cara de Gato,4392.0,Mascotas,,,624.0,,,,,,,,,,,,,,,,,,
Comedero Cazuela Chico,4376.0,Mascotas,,,575.0,,,,,,540.0,,,,,,,,,,,,
Comedero Cazuela Grande,4378.0,Mascotas,,,1377.0,,,,,,1287.0,,,,,,,,,,,,
Comedero Cazuela Mediano,4377.0,Mascotas,,,897.0,,,,,,839.0,,,,,,,,,,,,
Comedero Colibri Cuadrado,1905292.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Colibri Redondo,1905291.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Come Lento Grande,1905130.0,Mascotas,,,,,,,,,2331.0,,,,,,,,,,,,
Comedero Cuadrado Chico,4387.0,Mascotas,,,418.0,,,,,,391.0,,,,,,,,,,,,
Comedero Cuadrado Grande,4389.0,Mascotas,,,1066.0,,,,,,1030.0,,,,,,,,,,,,
Comedero Cuadrado Mediano,4388.0,Mascotas,,,643.0,,,,,,603.0,,,,,,,,,,,,
Comedero Doble Gato Curvo,1905121.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Doble Oval,1905269.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Doble Pez,4393.0,Mascotas,,,566.0,,,,,,540.0,,,,,,,,,,,,
Comedero Doble Rectangular,44450.0,Mascotas,,,1704.0,,,,,,1850.0,,,,,,,,,,,,
Comedero Hueso Doble,4390.0,Mascotas,,,2065.0,,,,,,1927.0,,,,,,,,,,,,
Comedero Melamina Chico,8104.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Melamina Doble Grande,8102.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Melamina Grande,1905045.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Melamina Mediano,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Metal N° 0 - 16 cm.,4403.0,Mascotas,,,1846.0,,,,,,2390.0,4000.0,,,,,,,,,,,
Comedero Metal N° 1 – 18 cm.,4404.0,Mascotas,,,2398.0,,,,,,3252.0,,,,,,,,,,,,
Comedero Metal N° 2 - 20 cm.,4405.0,Mascotas,,,3488.0,,,,,,4050.0,5600.0,,,,,,,,,,,
Comedero Metal N° 3 - 26 cm.,4406.0,Mascotas,,,4549.0,,,,,,1900.0,7040.0,,,,,,,,,,,
Comedero Metal N° 4 - 30 cm.,4407.0,Mascotas,,,5843.0,,,,,,6300.0,,,,,,,,,,,,
Comedero Mini,1905323.0,Mascotas,,,354.0,,,,,,,,,,,,,,,,,,
Comedero Oval Chico,4384.0,Mascotas,,,589.0,,,,,,550.0,720.0,,,,,,,,,,,
Comedero Oval Grande,4386.0,Mascotas,,,1739.0,,,,,,1625.0,2000.0,,,,,,,,,,,
Comedero Oval Mediano,4385.0,Mascotas,,,748.0,,,,,,698.0,960.0,,,,,,,,,,,
Comedero Plegable Chico,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Comedero Redondo Botella,4380.0,Mascotas,,,997.0,,,,,,,,,,,,,,,,,,
Comedero Redondo Chico,4381.0,Mascotas,,,591.0,,,,,,553.0,720.0,,,,,,,,,,,
Comedero Redondo Gato,4379.0,Mascotas,,,351.0,,,,,,,,,,,,,,,,,,
Comedero Redondo Grande,4383.0,Mascotas,,,1115.0,,,,,,1045.0,1760.0,,,,,,,,,,,
Comedero Redondo Mediano,4382.0,Mascotas,,,888.0,,,,,,833.0,1200.0,,,,,,,,,,,
Comedero Tolva Dosificador Alimento,1905287.0,Mascotas,,,,,,,,,5560.0,8000.0,,,,,,,,,,,
Comedero Tolva Dosificador Bebida,1905288.0,Mascotas,,,,,,,,,5560.0,8000.0,,,,,,,,,,,
Compinche,5205.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Compinche Gato x 20 kg.,1271.0,Gato,22074.0,22089.0,,,,,,,,22893.0,,,,,,,,,,,
Conchilla,5034.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Conchilla x 25 kg.,1048.0,Balanceados,,5091.0,,,,,,,,,,,,,,,,,,,
Conejo Domestico,5035.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Conejo Domestico x 30 kg.,1049.0,Balanceados,,,,11442.0,,,,,,,,,,,,,,,,,
Conejo x 25 kg.,1905266.0,Balanceados,8992.0,8509.0,,,,,,,,,,,,,,,,,,,
Cookies Chicken & Pork x 35 grs.,1905465.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa c/ Collar Strass N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa c/ Collar Strass N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa c/ Collar Strass N° 3,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa c/ Collar Strass N° 4,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa Cuero Negro,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa Cuero Trensada,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa Doble Reforzada,44461.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Correa Extensible Retractil x 3 mts.,1905364.0,Mascotas,,,,,,,,,4956.0,,,,,,,,,,,,4509.0
Correa Extensible Retractil x 5 mts.,1905058.0,Mascotas,,,,,,,,,6290.0,,,,,,,,,,,,6206.0
Correa N° 1,4120.0,Mascotas,,,,,,,,,2025.0,,,,,,,,,,,,
Correa N° 2,4121.0,Mascotas,,,,,,,,,2098.0,,,,,,,,,,,,
Correa N° 3,4122.0,Mascotas,,,,,,,,,2160.0,,,,,,,,,,,,
Correa N° 4,4123.0,Mascotas,,,,,,,,,2230.0,,,,,,,,,,,,
Correa N° 5,4124.0,Mascotas,,,,,,,,,2365.0,,,,,,,,,,,,
Correa x 10 mts.,1905430.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Corta Uñas Chico,8075.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cortina de Baño,1905736.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Crianza Cachorro,5036.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Crianza Cachorro x 15 kg.,1051.0,Perro Cachorro,,,,14700.0,,,,,,,,,,,,,,,,,
Crianza Gato,5037.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Crianza Gato x 10 kg.,1052.0,Gato,,,,10400.0,,0.0,,,,,,,,,,,,,,,
Cubo 3 en 1 Nº 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cubo Heno Zootec,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cubo N° 1,4125.0,Mascotas,,,,,,,,,,,,,,,6000.0,,,,,,
Cubo N° 2,4127.0,Mascotas,,,,,,,,,,,,,,,7000.0,,,,,,
Cubo N° 3,4126.0,Mascotas,,,,,,,,,,,,,,,8000.0,,,,,,
Cucaxan Gel Cucarachacida x 12 grs.,1906104.0,Venenos,,,,,,,,,2140.0,,,,,,,,,,,,
Cucaxan Gel Cucarachacida x 6 grs.,4342.0,Venenos,,,,,,,,,1430.0,,,,,,,,,,,,
Cucha Rascadora Cuadrada,1906068.0,Mascotas,,,,,,,,,20492.0,,,,,,,,,,,,
Cucha Rascadora Oval,1906068.0,Mascotas,,,,,,,,,16560.0,,,,,,,,,,,,
Curabichera Bactrovet Plata Pasta x 455 grs.,4129.0,Venenos,,25433.0,22130.0,,,,,,15648.0,7600.0,,,,,,,,,,,
Curabichera Bactrovet Plata x 440 cc.,4130.0,Venenos,,6338.0,5314.0,,7200.0,,,,8130.0,6384.0,,,,,,,,,,,
Curabichera Mustad Pasta x 100 grs.,1905171.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Curabichera Mustad Pasta x 450 grs.,1905170.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Curabichera Mustad Plata x 440 cc.,8200.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Curabichera Paul Plata,1905286.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Dental Plax,1905178.0,Veterinaria,,,,,,,,,2326.0,2480.0,,,,,,,,,,,
Dental Plus,8185.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Dermil Blister x 10 u.,4131.0,Veterinaria,,,,,,,,0.0,,,,,,,,,,,,,
Dermil x u.,6034.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Derribante Moscas/Mosquitos x 1 lt.,4132.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Derribante Total Matatodo x 100 cc.,1905980.0,Venenos,,,,,,,,,1121.0,,,,,,,,,,,,
Desengrasante Ayudin Cocina Doy Pack,1905792.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Desengrasante Ayudin Cocina Gatillo,1905793.0,Limpieza,,,,,,,,,,,2325.0,,,,,,,,,,
Desengrasante Blanco c/ Amoniaco x 1 lt.,1905493.0,Liquidos,,,,,,,,,,,,,300.0,598.6,,,,,,,
Desengrasante Blanco c/ Amoniaco x 5 lts.,1905492.0,Liquidos,,,,,,,,,,,,,1500.0,1793.0,,,,,,,
Desengrasante Ultra Liquido x 1 lt.,1905928.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Desinfectante Cif Aerosol x 360 cc.,1906068.0,Limpieza,,,,,,,,,,,1755.0,,,,,,,,,,
Desodorante Citronella Botella,1905852.0,Liquidos,,,,,,,,,,,,772.0,270.0,,,,,,,,
Desodorante Citronella Concentrado,1905853.0,Liquidos,,,,,,,,,,,,2140.0,615.0,,,,,,,,
Desodorante p/ Piso,1905390.0,Liquidos,,,,,,,,,,,,965.0,270.0,,,,,,,,
Desodorante p/ Piso Concentrado,1905397.0,Liquidos,,,,,,,,,,,,1185.0,615.0,,,,,,,,
Desodorante p/ Piso x 5 lts.,1905250.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Desodorante Pisos Glade x 900 cc.,1906020.0,Limpieza,,,,,,,,,,,1550.0,,,,,,,,,,
Desodorante Pisos Heroe x 900 cc.,1906012.0,Limpieza,,,,,,,,,,,0.0,,,,,,,,,,
Desodorante Pisos Odex c/ Amoniaco x 900 cc.,1905593.0,Limpieza,,,,,,,,,,,1180.0,,,,,,,,,,
Desodorante Pisos Poett x 900 cc.,1906007.0,Limpieza,,,,,,,,,,,1028.09,,,,,,,,,,
Destapa Cañerias x 1 lt.,1905993.0,Liquidos,,,,,,,,,,,,,,,,,,1738.0,,,535.0
Destapa Cañerias x 500 cc.,1905994.0,Liquidos,,,,,,,,,,,,,,,,,,,,,321.0
Detergente Ala Concentrado x 300 cc.,1905932.0,Limpieza,,,,,,,,,,,958.17,,,,,,,,,,
Detergente Ala Concentrado x 450 cc.,1906008.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Ala Concentrado x 500 cc.,1905937.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Ala Cremoso x 750 cc.,1906068.0,Limpieza,,,,,,,,,,,1399.69,,,,,,,,,,
Detergente Ala Limon Concentrado x 300 cc.,1906068.0,Limpieza,,,,,,,,,,,958.17,,,,,,,,,,
Detergente Ala Limon Concentrado x 500 cc.,1906068.0,Limpieza,,,,,,,,,,,1640.0,,,,,,,,,,
Detergente Ala Ultra x 450 cc.,1906021.0,Limpieza,,,,,,,,,,,1375.0,,,,,,,,,,
Detergente Ala x 750 cc.,1905578.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Cif Bioactive Doy Pack x 450 cc.,1905767.0,Limpieza,,,,,,,,,,,1378.11,,,,,,,,,,
Detergente Cif Bioactive Lima x 300 cc.,1905580.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Cif Bioactive x 300 cc.,1905579.0,Limpieza,,,,,,,,,,,1017.42,,,,,,,,,,
Detergente Cif Bioactive x 500 cc.,1905938.0,Limpieza,,,,,,,,,,,1610.03,,,,,,,,,,
Detergente Comun x 1 lt.,1905496.0,Liquidos,,,,,,,,,,,,,240.0,538.0,,,,,,,
Detergente Comun x 5 lts.,1905497.0,Liquidos,,,,,,,,,,,,,1200.0,1490.0,,,,,,,
Detergente Gigante Concentrado x 273 cc.,1011905676.0,Limpieza,,,,,,,,,,,1090.0,,,,,,,,,,
Detergente Gigante Concentrado x 545 cc.,1905768.0,Limpieza,,,,,,,,,,,1790.0,,,,,,,,,,
Detergente Gigante Glicerina x 750 cc.,1905769.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Heroe x 750 cc.,1905770.0,Limpieza,,,,,,,,,,,0.0,,,,,,,,,,
Detergente Limon Premiums x 1 lt.,1905393.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Detergente Limon Premiums x 5 lts.,1905675.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Detergente Magistral Limon Platinum x 215 cc.,1905956.0,Limpieza,,,,,,,,,,,0.0,,,,,,,,,,
Detergente Magistral Limon Platinum x 300 cc.,1905959.0,Limpieza,,,,,,,,,,,1050.0,,,,,,,,,,
Detergente Magistral Limon Platinum x 500 cc.,1906068.0,Limpieza,,,,,,,,,,,2835.01,,,,,,,,,,
Detergente Magistral Limon x 300 cc.,1905582.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Magistral Limon x 500 cc.,1905583.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Detergente Magistral Ultra Limon x 215 cc.,1905581.0,Limpieza,,,,,,,,,,,799.0,,,,,,,,,,
Detergente Magistral Ultra Limon x 300 cc.,1905939.0,Limpieza,,,,,,,,,,,1362.36,,,,,,,,,,
Detergente Magistral Ultra Limon x 500 cc.,1906000.0,Limpieza,,,,,,,,,,,2226.0,,,,,,,,,,
Detergente Magistral Ultra Marina x 500 cc.,1906068.0,Limpieza,,,,,,,,,,,2120.0,,,,,,,,,,
Detergente Rosa Nacarado Ultra Premium x 1 lt.,1905494.0,Liquidos,,,,,,,,,,,,,,732.6,,,,,,,
Detergente Rosa Nacarado Ultra Premium x 5 lts.,1905495.0,Liquidos,,,,,,,,,,,,,,2463.0,,,,,,,
Detergente Zorro Ultra Limon c/ Glicerina x 500 cc.,1906068.0,Limpieza,,,,,,,,,,,2130.0,,,,,,,,,,
Deuda,1905332.0,General,,,,,,,,,,,,,,,,,,,,,
Dispenser de Botella Portatil Chico,1905136.0,Mascotas,,,,,,,,,1486.0,,,,,,,,,,,,
Dispenser de Botella Portatil Grande,1905136.0,Mascotas,,,,,,,,,2187.0,,,,,,,,,,,,
Dog Chow Cachorro Razas Grandes,5040.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Dog Chow Cachorro Razas Grandes x 21 kg.,1059.0,Perro Cachorro,44164.0,42269.0,46171.0,,44340.0,,,,,41800.0,,,,,,,,,,,
Dog Chow Cachorro Razas Pequeñas,1905407.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Dog Chow Cachorro Razas Pequeñas x 21 kg.,1905406.0,Perro Cachorro,46226.0,48089.0,48326.0,,46400.0,,,,,41800.0,,,,,,,,,,,
Dog Chow Pouch,1905034.0,Mascotas,,,,,,,,,,1120.0,,,,,,,,,,,
Dog Chow Razas Grandes,5041.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dog Chow Razas Grandes x 21 kg.,1062.0,Perro Adulto,40145.0,38828.0,42413.0,,40730.0,,,,,42560.0,,,,,,,,,,,
Dog Chow Razas Pequeñas,1905405.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dog Chow Razas Pequeñas x 21 kg.,1905404.0,Perro Adulto,42853.0,,44800.0,,43000.0,,,,,42560.0,,,,,,,,,,,
Dog Chow Senior x 21 kg.,1905238.0,Perro Adulto,,46427.0,46654.0,,44800.0,,,,,,,,,,,,,,,,
Dog Chow x 8 kg.,1063.0,Perro Adulto,17866.0,17594.0,18677.0,,18090.0,,,,,0.0,,,,,,,,,,,
Dog Selection,5045.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dog Selection Cachorro,5043.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Dog Selection Cachorro x 21 kg.,1066.0,Perro Cachorro,29045.0,30071.0,27974.0,,30000.0,,,,,30968.0,,,,,,,,,,,
Dog Selection Razas Pequeñas,5044.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dog Selection Razas Pequeñas x 15 kg.,1067.0,Perro Adulto,19219.0,,18507.0,,20000.0,,,,,20541.0,,,,,,,,,,,
Dog Selection x 21 kg.,1068.0,Perro Adulto,25626.0,26532.0,24679.0,,26500.0,,,,,25480.0,,,,,,,,,,,
Dogui,5048.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dogui Cachorro,5046.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Dogui Cachorro x 21 kg.,1069.0,Perro Cachorro,27427.0,26528.0,29238.0,,27830.0,,,,,27360.0,,,,,,,,,,,
Dogui x 21 kg.,1905125.0,Perro Adulto,24977.0,0.0,26626.0,,26680.0,,,,,26524.0,,,,,,,,,,,
Donas,1906022.0,Mascotas,,,,,,,,,759.0,,,,,,,,,,,,
Dr. Dippi,1905312.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dr. Dippi x 20 kg.,1905312.0,Perro Adulto,,,,,19900.0,,,,,,,,,,,,,,18461.0,,
Dr. Perrot,5049.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Dr. Perrot x 15 kg.,1906068.0,Perro Adulto,10388.0,0.0,11758.0,11307.0,,,,,,,,,,,,,,,,,
Dr. Perrot x 20 kg.,1073.0,Perro Adulto,13851.0,,14726.0,14685.0,,,,,,14661.0,,,,,,,,,,,
Dr. Zoo Bocaditos x 200 grs.,4355.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Dr. Zoo Galletas x 50 grs.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Dr. Zoo Galletitas x 200 grs.,1905387.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Dr. Zoo Snack Mini,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Dr. Zoo Sticks x 200 grs.,8199.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Duo Can Razas Pequeñas,1905191.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Echo en el Balde Doy Pack x 450 cc.,1905763.0,Limpieza,,,,,,,2549.0,,,,,,,,,,,,,,
Ecthol x 120 cc.,4133.0,Veterinaria,,4056.0,,,4300.0,,,,3470.0,4000.0,,,,,,,,,,,
Ecthol x 70 cc.,4134.0,Veterinaria,,2878.0,,,3100.0,,,,2460.0,,,,,,,,,,,,
Endectocida x 60 u.,1906140.0,Veterinaria,,,,,,,,,37683.0,,,,,,,,,,,,
Endectocida x u.,4135.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Energy Food,5050.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Engorde,5051.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Engorde x 25 kg.,1905267.0,Balanceados,8992.0,9026.0,,,,,,,,,,,,,,,,,,,
Engorde x 30 kg.,1076.0,Balanceados,,,,11328.0,,,,,,,,,,,,,,,,,
Enterito 3D N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 2,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 3,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 4,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 5,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 6,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 7,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito 3D N° 8,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Animacion c/ Capucha T° 7,8174.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Brisa N° 2,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Brisa N° 3,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Brisa N° 5,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Brisa N° 6,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Capucha Animada N° 4,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Capucha Animada N° 5,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Capucha Animada N° 6,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Capucha Animada N° 7,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Oso N° 1,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Oso N° 2,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Oso N° 3,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Polar Plush N° 1,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Polar Plush N° 2,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Soft N° 3,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Soft N° 4,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 2,8169.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 4,8171.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 5,8172.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 6,8173.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 8,8175.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold c/ Capucha T° 9,8176.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold N° 2,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold N° 3,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Enterito Very Cold N° 5,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Envase x 1 lt.,1906126.0,Limpieza,,,,,,,,,,,,452.0,,240.0,,,,,,,
Envase x 250 cc.,1906128.0,Limpieza,,,,,,,,,,,,215.0,,210.0,,,,,,,
Envase x 5 lts.,1905428.0,Liquidos,,,,,,,,,,,,800.0,,510.0,,,,,,,
Envase x 500 cc.,1906127.0,Limpieza,,,,,,,,,,,,288.0,,230.0,,,,,,,
Envios,1905114.0,General,,,,,,,,,,,,,,,,,,,,,
Escoba Plastica Calabrina,1905616.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobilla Bocha Premier,1906068.0,Limpieza,,,,,,,,,,,,,,,,,,,,930.0,
Escobilla c/ Base Maculan,1905740.0,Limpieza,,,,,,,,,,,,,,,,,,1620.0,,1658.0,
